I[2019-10-14|22:00:05.809] starting ABCI with Tendermint                module=main 
E[2019-10-14|23:10:01.048] dialing failed (attempts: 7): dial tcp 13.209.40.130:26677: i/o timeout module=pex addr=1619344193320ba62cc7e3695dddc90bc09e551e@13.209.40.130:26677
E[2019-10-14|23:10:31.048] dialing failed (attempts: 6): dial tcp 3.15.199.167:26656: i/o timeout module=pex addr=72285d02b2ba63f757b9f935513bd5962663b7c9@3.15.199.167:26656
E[2019-10-14|23:11:01.048] dialing failed (attempts: 4): dial tcp 100.96.11.5:26656: i/o timeout module=pex addr=d9b62217fb27b61dc2f7bc0f849738937c0ce0b2@100.96.11.5:26656
E[2019-10-14|23:11:01.049] dialing failed (attempts: 10): dial tcp 34.254.194.249:26656: i/o timeout module=pex addr=6dda6a916e6a7a604b6b059eb322554cd27fb51d@34.254.194.249:26656
E[2019-10-14|23:11:30.315] dialing failed (attempts: 2): dial tcp 18.222.39.248:26656: connect: connection refused module=pex addr=52d5ae25eee2ab94fff7b10289a06ed3ca671d80@18.222.39.248:26656
E[2019-10-14|23:11:31.049] dialing failed (attempts: 6): dial tcp 34.245.213.251:26656: i/o timeout module=pex addr=21af4f26c619289a6dc6064422b2d35fae79cd34@34.245.213.251:26656
E[2019-10-14|23:12:00.252] dialing failed (attempts: 2): dial tcp 149.28.93.250:26656: connect: no route to host module=pex addr=10dedcd3bc042045a4142391224a9e502ef8a753@149.28.93.250:26656
E[2019-10-14|23:12:01.049] dialing failed (attempts: 4): dial tcp 100.96.6.4:26656: i/o timeout module=pex addr=65c31e4a70a537e7ea5898838f6579d7f9275522@100.96.6.4:26656
E[2019-10-14|23:12:31.048] dialing failed (attempts: 7): dial tcp 100.96.30.2:26656: i/o timeout module=pex addr=27c6377797d52866b9555beb8e070be5f7913714@100.96.30.2:26656
E[2019-10-14|23:12:31.048] dialing failed (attempts: 4): dial tcp 100.96.53.21:26656: i/o timeout module=pex addr=db4422064a846faa26a9b14c26a55649fbf5a18d@100.96.53.21:26656
E[2019-10-14|23:13:01.048] dialing failed (attempts: 2): dial tcp 51.158.96.248:26656: i/o timeout module=pex addr=a1f1f78c922584c2c7dae7c10e1d98e9aa07edd8@51.158.96.248:26656
E[2019-10-14|23:13:01.049] dialing failed (attempts: 10): dial tcp 54.154.189.123:26656: i/o timeout module=pex addr=83585a5c18a127c1e08e70609d528097b4b24b0a@54.154.189.123:26656
E[2019-10-14|23:13:30.719] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=dd8ebd8d433d0760094d858dc33305e2fa522af3@128.199.44.53:26656
E[2019-10-14|23:13:31.049] dialing failed (attempts: 4): dial tcp 54.234.150.78:26656: i/o timeout module=pex addr=da6f8f6f26312b3670b3b7ae58084c02596ee4a3@54.234.150.78:26656
E[2019-10-14|23:14:01.048] dialing failed (attempts: 5): dial tcp 100.96.11.5:26656: i/o timeout module=pex addr=521455c4f55f55b56e5c50803e712c696a6086d4@100.96.11.5:26656
E[2019-10-14|23:14:01.048] dialing failed (attempts: 7): dial tcp 100.96.4.3:26656: i/o timeout module=pex addr=69dd13ec7692e862ab57e685c49966ed7990b72d@100.96.4.3:26656
E[2019-10-14|23:14:31.048] dialing failed (attempts: 9): dial tcp 100.96.54.62:26656: i/o timeout module=pex addr=5bcfff9df5b49a0820dc57d8d3a87b7cde2c91fe@100.96.54.62:26656
E[2019-10-14|23:15:01.048] dialing failed (attempts: 9): dial tcp 100.96.53.75:26656: i/o timeout module=pex addr=20e717134bf002d853a0094ffc4140a814b57e74@100.96.53.75:26656
E[2019-10-14|23:15:01.049] dialing failed (attempts: 10): dial tcp 100.96.11.2:26656: i/o timeout module=pex addr=8c00b94a4b56b1800093fce328648446c9ff1cbf@100.96.11.2:26656
E[2019-10-14|23:15:31.048] dialing failed (attempts: 7): dial tcp 34.245.213.251:26656: i/o timeout module=pex addr=4e5dc9e8491c94723b18da3fc66e39249c8367b9@34.245.213.251:26656
E[2019-10-14|23:15:31.049] dialing failed (attempts: 3): dial tcp 18.221.212.35:26656: i/o timeout module=pex addr=2a5cc358979cf7efd2e28b8550ae0108fb7fab37@18.221.212.35:26656
E[2019-10-14|23:16:00.048] dialing failed (attempts: 7): dial tcp [2a05:d014:c32:e843:4012:6dc:35be:d93]:26656: connect: network is unreachable module=pex addr=e2969f4700ab685f7e9007f1b398818f111e9c56@[2a05:d014:c32:e843:4012:6dc:35be:d93]:26656
E[2019-10-14|23:16:30.354] dialing failed (attempts: 3): dial tcp 51.15.121.63:26656: connect: connection refused module=pex addr=dcbe32e354dd53ec9f0c47e6bb5acf03f70a920c@51.15.121.63:26656
E[2019-10-14|23:16:31.049] dialing failed (attempts: 2): dial tcp 220.118.142.110:35656: i/o timeout module=pex addr=d919e261dd720f553924bb8ecfd8e0fe0de034ab@220.118.142.110:35656
E[2019-10-14|23:17:00.320] dialing failed (attempts: 2): dial tcp 91.205.173.168:26656: connect: connection refused module=pex addr=3028c6ee9be21f0d34be3e97a59b093e15ec0658@91.205.173.168:26656
E[2019-10-14|23:17:31.048] dialing failed (attempts: 5): dial tcp 18.223.99.160:26656: i/o timeout module=pex addr=2f146aa8c1e67603d39f27b54a1b7b630e6de1c4@18.223.99.160:26656
E[2019-10-14|23:18:01.048] dialing failed (attempts: 6): dial tcp 100.96.11.5:26656: i/o timeout module=pex addr=d9b62217fb27b61dc2f7bc0f849738937c0ce0b2@100.96.11.5:26656
E[2019-10-14|23:18:01.048] dialing failed (attempts: 8): dial tcp 13.209.40.130:26677: i/o timeout module=pex addr=1619344193320ba62cc7e3695dddc90bc09e551e@13.209.40.130:26677
E[2019-10-14|23:18:31.048] dialing failed (attempts: 1): dial tcp 35.201.147.145:46656: i/o timeout module=pex addr=c1e8118119674bd71f028d6ff1ac2c0aade50d97@35.201.147.145:46656
E[2019-10-14|23:18:31.049] dialing failed (attempts: 6): dial tcp 34.245.10.43:26656: i/o timeout module=pex addr=081a25f5f6a5ce08992acc65060abcd655538599@34.245.10.43:26656
E[2019-10-14|23:19:01.048] dialing failed (attempts: 6): dial tcp 18.223.99.160:26656: i/o timeout module=pex addr=2f146aa8c1e67603d39f27b54a1b7b630e6de1c4@18.223.99.160:26656
E[2019-10-14|23:19:01.049] dialing failed (attempts: 5): dial tcp 116.203.146.149:26656: i/o timeout module=pex addr=35b9658ca14dd4908b37f327870cbd5007ee06f1@116.203.146.149:26656
E[2019-10-14|23:19:31.048] dialing failed (attempts: 8): dial tcp 100.96.38.10:26656: i/o timeout module=pex addr=29437bf02f5f83c143d62cbcc1b26c89c38b9998@100.96.38.10:26656
E[2019-10-14|23:19:31.049] dialing failed (attempts: 3): dial tcp 220.118.142.110:35656: i/o timeout module=pex addr=d919e261dd720f553924bb8ecfd8e0fe0de034ab@220.118.142.110:35656
E[2019-10-14|23:20:00.253] dialing failed (attempts: 4): dial tcp 104.248.73.176:26656: connect: connection refused module=pex addr=6bfc09a2e7d54eae11fca032a1651c7d0606303c@104.248.73.176:26656
E[2019-10-14|23:20:01.048] dialing failed (attempts: 1): dial tcp 54.199.201.115:26656: i/o timeout module=pex addr=633191b5c00780c81e83926b6bfabaf792b7910f@54.199.201.115:26656
E[2019-10-14|23:20:31.048] dialing failed (attempts: 7): dial tcp 104.197.51.143:26656: i/o timeout module=pex addr=6be0856f6365559fdc2e9e97a07d609f754632b0@104.197.51.143:26656
E[2019-10-14|23:20:31.048] dialing failed (attempts: 1): dial tcp 100.96.33.22:26656: i/o timeout module=pex addr=fc1145c3ef2885744cc2363c224cb0ebe60e6ca7@100.96.33.22:26656
E[2019-10-14|23:21:00.822] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=bc2116ad26f9a27db0ac0782617331c8bc6da388@45.77.218.219:26656
E[2019-10-14|23:21:01.049] dialing failed (attempts: 3): dial tcp 100.96.32.4:26656: i/o timeout module=pex addr=4bb4bb1b85f1f1da8ba2a3df9232e47af33ac959@100.96.32.4:26656
E[2019-10-14|23:21:31.048] dialing failed (attempts: 6): dial tcp 100.96.54.6:26656: i/o timeout module=pex addr=18226d9388f73ea13c912637331f25a42d5a3390@100.96.54.6:26656
E[2019-10-14|23:21:31.048] dialing failed (attempts: 2): dial tcp 100.96.32.2:26656: i/o timeout module=pex addr=79e6c059ea3f85d2ce50123b6258c17810a0ea63@100.96.32.2:26656
E[2019-10-14|23:22:00.800] dialing failed (attempts: 3): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=c0dcf3e5da1e9f5a696a7ff7c2594263190f97cf@54.80.187.25:26656
E[2019-10-14|23:22:01.049] dialing failed (attempts: 8): dial tcp 18.179.9.186:26656: i/o timeout module=pex addr=a86b5bdd4cfbfb14de2116772bc6ec7b6676e3d3@18.179.9.186:26656
E[2019-10-14|23:22:31.048] dialing failed (attempts: 7): dial tcp 3.17.160.173:26656: i/o timeout module=pex addr=32c1254dce473a153d2dc2953e059593c63b524f@3.17.160.173:26656
E[2019-10-14|23:23:01.048] dialing failed (attempts: 10): dial tcp 54.213.146.252:26656: i/o timeout module=pex addr=fd7c78c54636abef96f3537762f422b3fb9f0614@54.213.146.252:26656
E[2019-10-14|23:23:31.048] dialing failed (attempts: 1): dial tcp 35.201.157.128:26656: i/o timeout module=pex addr=fb6e99658c5d64e2cbd9bf38bfb8569f8576628e@35.201.157.128:26656
E[2019-10-14|23:23:31.048] dialing failed (attempts: 10): dial tcp 100.96.54.62:26656: i/o timeout module=pex addr=5bcfff9df5b49a0820dc57d8d3a87b7cde2c91fe@100.96.54.62:26656
E[2019-10-14|23:24:00.874] dialing failed (attempts: 2): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=ce55f02b05e999807bc742fe2797035a0d559ca8@34.74.223.165:26656
E[2019-10-14|23:24:31.048] dialing failed (attempts: 5): dial tcp 34.241.12.222:26656: i/o timeout module=pex addr=376a64b73159fee55fcabdc350be1b620b3032c2@34.241.12.222:26656
E[2019-10-14|23:24:31.049] dialing failed (attempts: 9): dial tcp 13.209.40.130:26677: i/o timeout module=pex addr=1619344193320ba62cc7e3695dddc90bc09e551e@13.209.40.130:26677
E[2019-10-14|23:25:01.048] dialing failed (attempts: 8): dial tcp 100.96.13.21:26656: i/o timeout module=pex addr=52b9be1d050c48434fba0373262ae7b30e6c0d11@100.96.13.21:26656
E[2019-10-14|23:25:31.048] dialing failed (attempts: 5): dial tcp 54.234.150.78:26656: i/o timeout module=pex addr=da6f8f6f26312b3670b3b7ae58084c02596ee4a3@54.234.150.78:26656
E[2019-10-14|23:25:31.048] dialing failed (attempts: 7): dial tcp 18.223.99.160:26656: i/o timeout module=pex addr=feaac4fb4bc3bc6227b07739906149ec281724a9@18.223.99.160:26656
E[2019-10-14|23:26:00.102] dialing failed (attempts: 5): dial tcp 221.165.237.202:26656: connect: connection refused module=pex addr=5a1b9b12d180cfcd3e69de0ee4128c545121a70e@221.165.237.202:26656
E[2019-10-14|23:26:01.049] dialing failed (attempts: 6): dial tcp 34.241.12.222:26656: i/o timeout module=pex addr=9afe1904903cd3d462a7f071e2affaca7f5cbe15@34.241.12.222:26656
E[2019-10-14|23:26:31.048] dialing failed (attempts: 6): dial tcp 52.15.152.8:26656: i/o timeout module=pex addr=28ea1d368873ec31309ef1970f80b57d2c9a2d18@52.15.152.8:26656
E[2019-10-14|23:26:31.049] dialing failed (attempts: 5): dial tcp 18.224.135.3:26656: i/o timeout module=pex addr=3f56edc78db48923591b8628491f4ac2f69ec66c@18.224.135.3:26656
E[2019-10-14|23:27:01.048] dialing failed (attempts: 3): dial tcp 100.96.54.207:26656: i/o timeout module=pex addr=d02e89b545d6267ee8e6b2e562dbdf0fe343bead@100.96.54.207:26656
E[2019-10-14|23:27:01.048] dialing failed (attempts: 4): dial tcp 18.221.212.35:26656: i/o timeout module=pex addr=f5cb97895aebb141fb0c8c9284c42405a313bf14@18.221.212.35:26656
E[2019-10-14|23:27:31.048] dialing failed (attempts: 2): dial tcp 100.96.33.2:26656: i/o timeout module=pex addr=ea9337b91c962e792c60f58107b654672fce1027@100.96.33.2:26656
E[2019-10-14|23:27:31.048] dialing failed (attempts: 6): dial tcp 3.120.248.247:26677: i/o timeout module=pex addr=238780c89bc1bac58c1554f570d3fb97e3941b78@3.120.248.247:26677
E[2019-10-14|23:28:00.048] dialing failed (attempts: 6): dial tcp [2a05:d014:c32:e842:89a7:f680:480c:9536]:26656: connect: network is unreachable module=pex addr=11cf0c6ac0f7ee5f26886c536f07cc69bd5781fa@[2a05:d014:c32:e842:89a7:f680:480c:9536]:26656
E[2019-10-14|23:28:00.935] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=ae9cdb48aae0b62cc21720087d16f79a33e776da@80.71.57.38:26656
E[2019-10-14|23:28:31.048] dialing failed (attempts: 3): dial tcp 54.171.196.213:26656: i/o timeout module=pex addr=425aa8bba9d07b744733707a2e217fb4f12c2d1d@54.171.196.213:26656
E[2019-10-14|23:28:31.048] dialing failed (attempts: 4): dial tcp 100.96.4.4:26656: i/o timeout module=pex addr=ccd572d3c1daad96b5d91f7623db09868548a564@100.96.4.4:26656
E[2019-10-14|23:29:01.048] dialing failed (attempts: 5): dial tcp 100.96.53.21:26656: i/o timeout module=pex addr=258e116291637a11a2910f4273d325d1eb4c3073@100.96.53.21:26656
E[2019-10-14|23:29:30.154] dialing failed (attempts: 2): auth failure: secret conn failed: read tcp 172.19.79.3:52046->211.192.161.41:56656: read: connection reset by peer module=pex addr=36586a259b9c63085c191180a287ebd6848df775@211.192.161.41:56656
E[2019-10-14|23:29:31.049] dialing failed (attempts: 6): dial tcp 63.35.190.137:26656: i/o timeout module=pex addr=e8f51a8c5c032ee39bfe9b6ed5e1668821833f06@63.35.190.137:26656
E[2019-10-14|23:30:01.048] dialing failed (attempts: 6): dial tcp 100.96.53.21:26656: i/o timeout module=pex addr=258e116291637a11a2910f4273d325d1eb4c3073@100.96.53.21:26656
E[2019-10-14|23:30:01.049] dialing failed (attempts: 9): dial tcp 18.203.234.98:26656: i/o timeout module=pex addr=6b99e4c3db603dfe07793d799e701a7caa63f7ee@18.203.234.98:26656
E[2019-10-14|23:30:30.100] dialing failed (attempts: 6): dial tcp 221.165.237.202:26656: connect: connection refused module=pex addr=5a1b9b12d180cfcd3e69de0ee4128c545121a70e@221.165.237.202:26656
E[2019-10-14|23:31:01.048] dialing failed (attempts: 8): dial tcp 100.96.22.2:26656: i/o timeout module=pex addr=7c863b16eb349b2b5374c9b93d97975288699de3@100.96.22.2:26656
E[2019-10-14|23:31:01.049] dialing failed (attempts: 6): dial tcp 35.201.178.152:26656: i/o timeout module=pex addr=bd9d1ad3afc0d516c1d2221b2a4627ac2b421483@35.201.178.152:26656
E[2019-10-14|23:31:30.048] dialing failed (attempts: 7): dial tcp [2a05:d014:c32:e842:89a7:f680:480c:9536]:26656: connect: network is unreachable module=pex addr=11cf0c6ac0f7ee5f26886c536f07cc69bd5781fa@[2a05:d014:c32:e842:89a7:f680:480c:9536]:26656
E[2019-10-14|23:32:01.048] dialing failed (attempts: 4): dial tcp 100.96.13.8:26656: i/o timeout module=pex addr=7bdd693e5c1afa373da9a2b1ebb6fc74c67e6b97@100.96.13.8:26656
E[2019-10-14|23:32:01.048] dialing failed (attempts: 7): dial tcp 100.96.11.5:26656: i/o timeout module=pex addr=521455c4f55f55b56e5c50803e712c696a6086d4@100.96.11.5:26656
E[2019-10-14|23:32:30.101] dialing failed (attempts: 7): dial tcp 221.165.237.202:26656: connect: connection refused module=pex addr=5a1b9b12d180cfcd3e69de0ee4128c545121a70e@221.165.237.202:26656
E[2019-10-14|23:32:31.048] dialing failed (attempts: 9): dial tcp 100.96.13.21:26656: i/o timeout module=pex addr=52b9be1d050c48434fba0373262ae7b30e6c0d11@100.96.13.21:26656
E[2019-10-14|23:33:01.048] dialing failed (attempts: 11): dial tcp 100.96.11.2:26656: i/o timeout module=pex addr=8d14b7ac449356fbd6189d0db23e2f32a43beb42@100.96.11.2:26656
E[2019-10-14|23:33:01.048] dialing failed (attempts: 3): dial tcp 100.96.33.23:26656: i/o timeout module=pex addr=45d98817644aca7b244849a7136384e9e4049041@100.96.33.23:26656
E[2019-10-14|23:33:31.048] dialing failed (attempts: 8): dial tcp 34.245.213.251:26656: i/o timeout module=pex addr=4e5dc9e8491c94723b18da3fc66e39249c8367b9@34.245.213.251:26656
E[2019-10-14|23:33:31.048] dialing failed (attempts: 8): dial tcp 3.14.253.59:26656: i/o timeout module=pex addr=808f5d8c79469dc28a776379cc0674e7dedbbe35@3.14.253.59:26656
E[2019-10-14|23:34:01.048] dialing failed (attempts: 8): dial tcp 3.17.160.173:26656: i/o timeout module=pex addr=30bc8f940e6cfbb03d7d208ebd26cec1cb7eac20@3.17.160.173:26656
E[2019-10-14|23:34:30.048] dialing failed (attempts: 4): dial tcp [2a05:d014:c32:e844:a0bf:5426:cbf3:cb1c]:26656: connect: network is unreachable module=pex addr=89b158bf4926c75058134a0700b7eb1642f262b0@[2a05:d014:c32:e844:a0bf:5426:cbf3:cb1c]:26656
E[2019-10-14|23:34:31.049] dialing failed (attempts: 7): dial tcp 52.15.152.8:26656: i/o timeout module=pex addr=28ea1d368873ec31309ef1970f80b57d2c9a2d18@52.15.152.8:26656
E[2019-10-14|23:35:00.989] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=ae9cdb48aae0b62cc21720087d16f79a33e776da@80.71.57.38:26656
E[2019-10-14|23:35:01.048] dialing failed (attempts: 1): dial tcp 100.96.33.29:26656: i/o timeout module=pex addr=64afed2400f31a084bd8b2a5e4aafcaf303939d2@100.96.33.29:26656
E[2019-10-14|23:35:31.048] dialing failed (attempts: 5): dial tcp 13.115.133.34:26656: i/o timeout module=pex addr=506724583f4630678da50246b8145127ce778106@13.115.133.34:26656
E[2019-10-14|23:35:31.049] dialing failed (attempts: 11): dial tcp 3.123.75.1:26656: i/o timeout module=pex addr=7ab65f299c05a2e1e87080d627cb76d9ece9287a@3.123.75.1:26656
E[2019-10-14|23:36:00.048] dialing failed (attempts: 3): dial tcp [2a05:d014:c32:e843:6acd:57d1:610e:bb25]:26656: connect: network is unreachable module=pex addr=4297cbaf959b0d64d89851a0bf52c0160134efc5@[2a05:d014:c32:e843:6acd:57d1:610e:bb25]:26656
E[2019-10-14|23:36:00.869] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=bc2116ad26f9a27db0ac0782617331c8bc6da388@45.77.218.219:26656
E[2019-10-14|23:36:30.048] dialing failed (attempts: 2): dial tcp [2a05:d014:c32:e844:f5c0:c1ff:6477:7edd]:26656: connect: network is unreachable module=pex addr=0bd1cbfce1220e33ab0ff6c813de834c27048e6e@[2a05:d014:c32:e844:f5c0:c1ff:6477:7edd]:26656
E[2019-10-14|23:36:30.926] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=97999c553316d5b1ec1add580f6b1cf3d8220851@18.235.7.247:26656
E[2019-10-14|23:37:01.048] dialing failed (attempts: 7): dial tcp 63.35.190.137:26656: i/o timeout module=pex addr=e8f51a8c5c032ee39bfe9b6ed5e1668821833f06@63.35.190.137:26656
E[2019-10-14|23:37:01.049] dialing failed (attempts: 6): dial tcp 54.234.150.78:26656: i/o timeout module=pex addr=da6f8f6f26312b3670b3b7ae58084c02596ee4a3@54.234.150.78:26656
E[2019-10-14|23:37:30.048] dialing failed (attempts: 2): dial tcp [2a05:d014:c32:e843:d8d0:4f91:9bfc:d2de]:26656: connect: network is unreachable module=pex addr=255400de849aa4495df8414b9041337a557cbb3c@[2a05:d014:c32:e843:d8d0:4f91:9bfc:d2de]:26656
E[2019-10-14|23:37:31.049] dialing failed (attempts: 4): dial tcp 52.34.145.12:26656: i/o timeout module=pex addr=bb9b5b58e3648b4e00707c2ba824440c4685ae21@52.34.145.12:26656
E[2019-10-14|23:38:01.048] dialing failed (attempts: 2): dial tcp 100.96.53.8:26656: i/o timeout module=pex addr=601e4044bbbc98d2e604e782373b387b0eaf3d3f@100.96.53.8:26656
E[2019-10-14|23:38:01.048] dialing failed (attempts: 2): dial tcp 100.96.33.22:26656: i/o timeout module=pex addr=fc1145c3ef2885744cc2363c224cb0ebe60e6ca7@100.96.33.22:26656
E[2019-10-14|23:38:31.048] dialing failed (attempts: 9): dial tcp 3.14.253.59:26656: i/o timeout module=pex addr=55426303a03e02296a640b9005030f974e53fb84@3.14.253.59:26656
E[2019-10-14|23:39:00.364] dialing failed (attempts: 4): dial tcp 51.15.121.63:26656: connect: connection refused module=pex addr=dcbe32e354dd53ec9f0c47e6bb5acf03f70a920c@51.15.121.63:26656
E[2019-10-14|23:39:01.049] dialing failed (attempts: 3): dial tcp 100.96.53.8:26656: i/o timeout module=pex addr=601e4044bbbc98d2e604e782373b387b0eaf3d3f@100.96.53.8:26656
E[2019-10-14|23:39:31.048] dialing failed (attempts: 4): dial tcp 220.118.142.110:35656: i/o timeout module=pex addr=d919e261dd720f553924bb8ecfd8e0fe0de034ab@220.118.142.110:35656
E[2019-10-14|23:39:31.048] dialing failed (attempts: 7): dial tcp 100.96.54.6:26656: i/o timeout module=pex addr=51bf44cf343b850fad2fbbcd8469e2b65dcbc76f@100.96.54.6:26656
E[2019-10-14|23:40:00.796] dialing failed (attempts: 7): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=dd8ebd8d433d0760094d858dc33305e2fa522af3@128.199.44.53:26656
E[2019-10-14|23:40:01.048] dialing failed (attempts: 4): dial tcp 18.184.8.116:26677: i/o timeout module=pex addr=84a49426660351d5f549cf88d381e5582533e1fd@18.184.8.116:26677
E[2019-10-14|23:40:31.048] dialing failed (attempts: 10): dial tcp 18.203.234.98:26656: i/o timeout module=pex addr=107e95b28109ff2fa85d49cae44bf8dbc42bfcb7@18.203.234.98:26656
E[2019-10-14|23:40:31.048] dialing failed (attempts: 5): dial tcp 100.96.8.2:26656: i/o timeout module=pex addr=cffe793871d5ef39d7b8529d2ac7157ac95259c6@100.96.8.2:26656
E[2019-10-14|23:41:01.048] dialing failed (attempts: 2): dial tcp 35.201.157.128:26656: i/o timeout module=pex addr=fb6e99658c5d64e2cbd9bf38bfb8569f8576628e@35.201.157.128:26656
E[2019-10-14|23:41:01.049] dialing failed (attempts: 5): dial tcp 100.96.4.4:26656: i/o timeout module=pex addr=ccd572d3c1daad96b5d91f7623db09868548a564@100.96.4.4:26656
E[2019-10-14|23:41:31.048] dialing failed (attempts: 10): dial tcp 100.96.53.75:26656: i/o timeout module=pex addr=ab872ebd48b020667b4d24b736f00ef3d53013c7@100.96.53.75:26656
E[2019-10-14|23:41:31.048] dialing failed (attempts: 3): dial tcp 13.58.247.2:26656: i/o timeout module=pex addr=990acc85cb9a976b6cca6236e26caa870734e78f@13.58.247.2:26656
E[2019-10-14|23:42:00.742] dialing failed (attempts: 4): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=c0dcf3e5da1e9f5a696a7ff7c2594263190f97cf@54.80.187.25:26656
E[2019-10-14|23:42:01.048] dialing failed (attempts: 7): dial tcp 34.241.12.222:26656: i/o timeout module=pex addr=9afe1904903cd3d462a7f071e2affaca7f5cbe15@34.241.12.222:26656
E[2019-10-14|23:42:31.049] dialing failed (attempts: 5): dial tcp 100.96.33.27:26656: i/o timeout module=pex addr=8a867b55c6db6d27620f20362ad780319f60e433@100.96.33.27:26656
E[2019-10-14|23:42:33.360] dialing failed (attempts: 4): auth failure: secret conn failed: read tcp 172.19.79.3:55902->178.63.143.34:26656: i/o timeout module=pex addr=56bb58f2f936a4dd302fa8617bf76dd1f9f940ab@178.63.143.34:26656
E[2019-10-14|23:43:01.048] dialing failed (attempts: 4): dial tcp 100.96.33.23:26656: i/o timeout module=pex addr=45d98817644aca7b244849a7136384e9e4049041@100.96.33.23:26656
E[2019-10-14|23:43:01.049] dialing failed (attempts: 2): dial tcp 18.219.150.39:26656: i/o timeout module=pex addr=b5f662929b1b8a91bf0960a081cb8ec376423119@18.219.150.39:26656
E[2019-10-14|23:43:30.436] dialing failed (attempts: 7): dial tcp 51.38.113.59:26656: connect: connection refused module=pex addr=5e13a96357d7326b1eff969ef8d96da39896327d@51.38.113.59:26656
E[2019-10-14|23:43:31.048] dialing failed (attempts: 5): dial tcp 100.96.54.222:26656: i/o timeout module=pex addr=7c74ce1562019920a5a076a650f255330bb30428@100.96.54.222:26656
E[2019-10-14|23:44:31.048] dialing failed (attempts: 4): dial tcp 54.171.196.213:26656: i/o timeout module=pex addr=425aa8bba9d07b744733707a2e217fb4f12c2d1d@54.171.196.213:26656
E[2019-10-14|23:44:31.049] dialing failed (attempts: 8): dial tcp 13.59.206.150:26656: i/o timeout module=pex addr=7bd13b706dce2f7318beed527e84200a44b110e7@13.59.206.150:26656
E[2019-10-14|23:45:01.048] dialing failed (attempts: 6): dial tcp 100.96.8.2:26656: i/o timeout module=pex addr=cffe793871d5ef39d7b8529d2ac7157ac95259c6@100.96.8.2:26656
E[2019-10-14|23:45:31.048] dialing failed (attempts: 1): dial tcp 100.96.38.66:26656: i/o timeout module=pex addr=d49662f936495f63dbd7fb01af57a7975a45629d@100.96.38.66:26656
E[2019-10-14|23:46:00.419] dialing failed (attempts: 8): dial tcp 51.38.113.59:26656: connect: connection refused module=pex addr=5e13a96357d7326b1eff969ef8d96da39896327d@51.38.113.59:26656
E[2019-10-14|23:46:01.048] dialing failed (attempts: 3): dial tcp 34.70.8.225:26656: i/o timeout module=pex addr=160d66514dfc4e7f990f307ff8234df27a144926@34.70.8.225:26656
E[2019-10-14|23:46:31.048] dialing failed (attempts: 5): dial tcp 52.34.145.12:26656: i/o timeout module=pex addr=bb9b5b58e3648b4e00707c2ba824440c4685ae21@52.34.145.12:26656
E[2019-10-14|23:47:01.048] dialing failed (attempts: 6): dial tcp 18.220.88.236:26656: i/o timeout module=pex addr=d80b032026324a8e3c7f2c5af9e34bdcabc1f1dd@18.220.88.236:26656
E[2019-10-14|23:47:01.049] dialing failed (attempts: 7): dial tcp 54.234.150.78:26656: i/o timeout module=pex addr=da6f8f6f26312b3670b3b7ae58084c02596ee4a3@54.234.150.78:26656
E[2019-10-14|23:47:30.048] dialing failed (attempts: 12): dial tcp [2a05:d014:c32:e842:d337:50fa:7c4a:b27b]:26656: connect: network is unreachable module=pex addr=827e0cc1c63afc622519d8050bbf02446169afd2@[2a05:d014:c32:e842:d337:50fa:7c4a:b27b]:26656
E[2019-10-14|23:47:31.048] dialing failed (attempts: 3): dial tcp 100.96.40.37:26656: i/o timeout module=pex addr=8ada2444275056483c8bbc937837035957964274@100.96.40.37:26656
E[2019-10-14|23:48:01.048] dialing failed (attempts: 2): dial tcp 3.113.23.191:26656: i/o timeout module=pex addr=ffdd5e1915a2a66bb802cbadfb6495907a24336e@3.113.23.191:26656
E[2019-10-14|23:48:01.063] dialing failed (attempts: 1): incompatible: Peer is on a different network. Got cosmoshub-2, expected cosmoshub-3-testnet module=pex addr=89e4b72625c0a13d6f62e3cd9d40bfc444cbfa77@34.65.6.52:26656
E[2019-10-14|23:48:31.048] dialing failed (attempts: 2): dial tcp 18.191.141.121:26656: i/o timeout module=pex addr=89f69184f38d3a1a7e2d73347a8c7cb0825d5852@18.191.141.121:26656
E[2019-10-14|23:48:31.048] dialing failed (attempts: 7): dial tcp 34.245.10.43:26656: i/o timeout module=pex addr=081a25f5f6a5ce08992acc65060abcd655538599@34.245.10.43:26656
