I[2019-10-14|22:00:05.809] starting ABCI with Tendermint                module=main 
E[2019-10-15|00:35:31.048] dialing failed (attempts: 7): dial tcp 34.70.8.225:26656: i/o timeout module=pex addr=160d66514dfc4e7f990f307ff8234df27a144926@34.70.8.225:26656
E[2019-10-15|00:35:31.049] dialing failed (attempts: 10): dial tcp 35.201.178.152:26656: i/o timeout module=pex addr=bd9d1ad3afc0d516c1d2221b2a4627ac2b421483@35.201.178.152:26656
E[2019-10-15|00:36:00.674] dialing failed (attempts: 8): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=dd8ebd8d433d0760094d858dc33305e2fa522af3@128.199.44.53:26656
E[2019-10-15|00:36:01.048] dialing failed (attempts: 7): dial tcp 34.254.251.180:26656: i/o timeout module=pex addr=c955b971b217c3a398a2f575eebdf36c9fcf61a6@34.254.251.180:26656
E[2019-10-15|00:36:31.048] dialing failed (attempts: 4): dial tcp 18.219.150.39:26656: i/o timeout module=pex addr=b5f662929b1b8a91bf0960a081cb8ec376423119@18.219.150.39:26656
E[2019-10-15|00:37:00.754] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=c0dcf3e5da1e9f5a696a7ff7c2594263190f97cf@54.80.187.25:26656
E[2019-10-15|00:37:00.877] dialing failed (attempts: 4): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=95952a84f9342264744d5e3c5bdeafc51de80b53@149.202.43.78:26656
E[2019-10-15|00:37:31.048] dialing failed (attempts: 4): dial tcp 100.96.32.2:26656: i/o timeout module=pex addr=79e6c059ea3f85d2ce50123b6258c17810a0ea63@100.96.32.2:26656
E[2019-10-15|00:38:00.100] dialing failed (attempts: 8): dial tcp 221.165.237.202:26656: connect: connection refused module=pex addr=5a1b9b12d180cfcd3e69de0ee4128c545121a70e@221.165.237.202:26656
E[2019-10-15|00:38:01.049] dialing failed (attempts: 3): dial tcp 18.222.250.161:26656: i/o timeout module=pex addr=195eb25276ef1c731123587e138b90c8bbb1ba6b@18.222.250.161:26656
E[2019-10-15|00:38:31.048] dialing failed (attempts: 3): dial tcp 54.199.201.115:26656: i/o timeout module=pex addr=6147ee469daf87537658da1aa6971c94c6602ed8@54.199.201.115:26656
E[2019-10-15|00:38:31.049] dialing failed (attempts: 4): dial tcp 35.201.147.145:46656: i/o timeout module=pex addr=c1e8118119674bd71f028d6ff1ac2c0aade50d97@35.201.147.145:46656
E[2019-10-15|00:39:01.048] dialing failed (attempts: 6): dial tcp 100.96.54.207:26656: i/o timeout module=pex addr=d02e89b545d6267ee8e6b2e562dbdf0fe343bead@100.96.54.207:26656
E[2019-10-15|00:39:01.048] dialing failed (attempts: 2): dial tcp 100.96.29.205:26656: i/o timeout module=pex addr=dab79cbd596e3f70c4f7a55a8d29a70f615eb2db@100.96.29.205:26656
E[2019-10-15|00:39:31.048] dialing failed (attempts: 9): dial tcp 13.59.206.150:26656: i/o timeout module=pex addr=7bd13b706dce2f7318beed527e84200a44b110e7@13.59.206.150:26656
E[2019-10-15|00:40:01.048] dialing failed (attempts: 10): dial tcp 100.96.10.2:26656: i/o timeout module=pex addr=cdfc46116b1ecaf4ee0c7abfd4abbc03acedeaee@100.96.10.2:26656
E[2019-10-15|00:40:31.048] dialing failed (attempts: 10): dial tcp 3.17.160.173:26656: i/o timeout module=pex addr=30bc8f940e6cfbb03d7d208ebd26cec1cb7eac20@3.17.160.173:26656
E[2019-10-15|00:40:31.098] dialing failed (attempts: 9): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=dd8ebd8d433d0760094d858dc33305e2fa522af3@128.199.44.53:26656
E[2019-10-15|00:41:01.048] dialing failed (attempts: 4): dial tcp 23.90.70.36:46656: i/o timeout module=pex addr=9ccbb9d790f7ccb571fcd4cb8fa996a21c23a9eb@23.90.70.36:46656
E[2019-10-15|00:41:01.048] dialing failed (attempts: 7): dial tcp 100.96.4.4:26656: i/o timeout module=pex addr=ccd572d3c1daad96b5d91f7623db09868548a564@100.96.4.4:26656
E[2019-10-15|00:41:31.048] dialing failed (attempts: 2): dial tcp 209.250.234.107:26656: i/o timeout module=pex addr=cc4cd6499a51b7301fbf56db24c435cf206bdc7b@209.250.234.107:26656
E[2019-10-15|00:42:00.048] dialing failed (attempts: 4): dial tcp [2a05:d014:c32:e843:d8d0:4f91:9bfc:d2de]:26656: connect: network is unreachable module=pex addr=255400de849aa4495df8414b9041337a557cbb3c@[2a05:d014:c32:e843:d8d0:4f91:9bfc:d2de]:26656
E[2019-10-15|00:42:00.750] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=97999c553316d5b1ec1add580f6b1cf3d8220851@18.235.7.247:26656
E[2019-10-15|00:42:31.048] dialing failed (attempts: 2): dial tcp 63.35.229.176:26656: i/o timeout module=pex addr=b336ba1f4505447261e599ff8bc04d7a62e60ad0@63.35.229.176:26656
E[2019-10-15|00:43:01.048] dialing failed (attempts: 9): dial tcp 100.96.8.2:26656: i/o timeout module=pex addr=cffe793871d5ef39d7b8529d2ac7157ac95259c6@100.96.8.2:26656
E[2019-10-15|00:43:01.048] dialing failed (attempts: 3): dial tcp 18.191.141.121:26656: i/o timeout module=pex addr=89f69184f38d3a1a7e2d73347a8c7cb0825d5852@18.191.141.121:26656
E[2019-10-15|00:43:30.048] dialing failed (attempts: 5): dial tcp [2a05:d014:c32:e843:d8d0:4f91:9bfc:d2de]:26656: connect: network is unreachable module=pex addr=255400de849aa4495df8414b9041337a557cbb3c@[2a05:d014:c32:e843:d8d0:4f91:9bfc:d2de]:26656
E[2019-10-15|00:43:31.048] dialing failed (attempts: 11): dial tcp 34.245.213.251:26656: i/o timeout module=pex addr=4e5dc9e8491c94723b18da3fc66e39249c8367b9@34.245.213.251:26656
E[2019-10-15|00:44:01.048] dialing failed (attempts: 5): dial tcp 18.219.150.39:26656: i/o timeout module=pex addr=b5f662929b1b8a91bf0960a081cb8ec376423119@18.219.150.39:26656
E[2019-10-15|00:44:31.048] dialing failed (attempts: 8): dial tcp 100.96.4.4:26656: i/o timeout module=pex addr=ccd572d3c1daad96b5d91f7623db09868548a564@100.96.4.4:26656
E[2019-10-15|00:44:31.048] dialing failed (attempts: 3): dial tcp 100.96.20.86:26656: i/o timeout module=pex addr=f39bfbabf0171b9bb6b2d3b331aa00c321ec44d4@100.96.20.86:26656
E[2019-10-15|00:45:01.048] dialing failed (attempts: 10): dial tcp 18.223.99.160:26656: i/o timeout module=pex addr=2f146aa8c1e67603d39f27b54a1b7b630e6de1c4@18.223.99.160:26656
E[2019-10-15|00:45:01.049] dialing failed (attempts: 3): dial tcp 100.96.29.205:26656: i/o timeout module=pex addr=dab79cbd596e3f70c4f7a55a8d29a70f615eb2db@100.96.29.205:26656
E[2019-10-15|00:45:31.048] dialing failed (attempts: 3): dial tcp 51.158.96.248:26656: i/o timeout module=pex addr=a1f1f78c922584c2c7dae7c10e1d98e9aa07edd8@51.158.96.248:26656
E[2019-10-15|00:45:31.048] dialing failed (attempts: 12): dial tcp 100.96.53.75:26656: i/o timeout module=pex addr=20e717134bf002d853a0094ffc4140a814b57e74@100.96.53.75:26656
E[2019-10-15|00:46:01.048] dialing failed (attempts: 1): dial tcp 52.192.89.183:26656: i/o timeout module=pex addr=48045c382f314d503f5f714c167136d16ad87d96@52.192.89.183:26656
E[2019-10-15|00:46:01.048] dialing failed (attempts: 12): dial tcp 54.154.189.123:26656: i/o timeout module=pex addr=83585a5c18a127c1e08e70609d528097b4b24b0a@54.154.189.123:26656
E[2019-10-15|00:46:30.349] dialing failed (attempts: 11): dial tcp 51.38.113.59:26656: connect: connection refused module=pex addr=5e13a96357d7326b1eff969ef8d96da39896327d@51.38.113.59:26656
E[2019-10-15|00:46:31.048] dialing failed (attempts: 10): dial tcp 52.15.152.8:26656: i/o timeout module=pex addr=28ea1d368873ec31309ef1970f80b57d2c9a2d18@52.15.152.8:26656
E[2019-10-15|00:47:00.048] dialing failed (attempts: 2): dial tcp [2a05:d014:c32:e843:2827:7c3a:3e7:c515]:26656: connect: network is unreachable module=pex addr=e6ddf68123b81d3d5bac7cb23bfa39c12a6427e5@[2a05:d014:c32:e843:2827:7c3a:3e7:c515]:26656
E[2019-10-15|00:48:00.048] dialing failed (attempts: 2): dial tcp [2a05:d014:c32:e842:de1b:ed3f:85d2:5974]:26656: connect: network is unreachable module=pex addr=cd07027f7d89629b5cad8de6eec70b7f5e64654b@[2a05:d014:c32:e842:de1b:ed3f:85d2:5974]:26656
E[2019-10-15|00:48:01.049] dialing failed (attempts: 10): dial tcp 3.120.248.247:26677: i/o timeout module=pex addr=238780c89bc1bac58c1554f570d3fb97e3941b78@3.120.248.247:26677
E[2019-10-15|00:48:31.048] dialing failed (attempts: 12): dial tcp 54.213.146.252:26656: i/o timeout module=pex addr=fd7c78c54636abef96f3537762f422b3fb9f0614@54.213.146.252:26656
E[2019-10-15|00:48:31.049] dialing failed (attempts: 9): dial tcp 100.96.11.5:26656: i/o timeout module=pex addr=521455c4f55f55b56e5c50803e712c696a6086d4@100.96.11.5:26656
E[2019-10-15|00:49:00.711] dialing failed (attempts: 3): incompatible: Peer is on a different network. Got cosmoshub-2, expected cosmoshub-3-testnet module=pex addr=4f139c95fc2414508d2d02a93ae7869b424f9c7b@157.230.165.216:26656
E[2019-10-15|00:49:01.049] dialing failed (attempts: 8): dial tcp 63.35.190.137:26656: i/o timeout module=pex addr=e96b72b5eeca17a9668b199b0ed5eafb23e8927e@63.35.190.137:26656
E[2019-10-15|00:49:30.674] dialing failed (attempts: 6): auth failure: conn.ID (a64962e791e38b1081e7d898370782bdb163a0df) dialed ID (1513a59cfc337c4bba658daba9275db4baeb7e9e) mismatch module=pex addr=1513a59cfc337c4bba658daba9275db4baeb7e9e@167.86.113.9:36656
E[2019-10-15|00:50:01.048] dialing failed (attempts: 6): dial tcp 13.58.247.2:26656: i/o timeout module=pex addr=990acc85cb9a976b6cca6236e26caa870734e78f@13.58.247.2:26656
E[2019-10-15|00:50:01.342] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=56bb58f2f936a4dd302fa8617bf76dd1f9f940ab@178.63.143.34:26656
E[2019-10-15|00:51:01.048] dialing failed (attempts: 2): dial tcp 100.96.38.66:26656: i/o timeout module=pex addr=d49662f936495f63dbd7fb01af57a7975a45629d@100.96.38.66:26656
E[2019-10-15|00:51:31.048] dialing failed (attempts: 8): dial tcp 100.96.30.2:26656: i/o timeout module=pex addr=27c6377797d52866b9555beb8e070be5f7913714@100.96.30.2:26656
E[2019-10-15|00:51:31.049] dialing failed (attempts: 12): dial tcp 18.203.234.98:26656: i/o timeout module=pex addr=107e95b28109ff2fa85d49cae44bf8dbc42bfcb7@18.203.234.98:26656
E[2019-10-15|00:52:00.048] dialing failed (attempts: 5): dial tcp [2a05:d014:c32:e844:a53:6003:2376:7fd4]:26656: connect: network is unreachable module=pex addr=e0049dc9a70e9c3b4df277d246ee98051691db3f@[2a05:d014:c32:e844:a53:6003:2376:7fd4]:26656
E[2019-10-15|00:52:00.866] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got cosmoshub-2, expected cosmoshub-3-testnet module=pex addr=ba3bacc714817218562f743178228f23678b2873@5.83.160.108:26656
E[2019-10-15|00:52:30.048] dialing failed (attempts: 8): dial tcp [2a05:d014:c32:e843:9407:dba9:51c2:648]:26656: connect: network is unreachable module=pex addr=29f844d0fe98a9eb6634e75008f8bc5d7b3ebf56@[2a05:d014:c32:e843:9407:dba9:51c2:648]:26656
E[2019-10-15|00:53:01.048] dialing failed (attempts: 6): dial tcp 18.218.78.71:26656: i/o timeout module=pex addr=61b776292c2fa867d7d46c1aafde7b1157f58cb3@18.218.78.71:26656
E[2019-10-15|00:53:01.049] dialing failed (attempts: 6): dial tcp 100.96.6.4:26656: i/o timeout module=pex addr=65c31e4a70a537e7ea5898838f6579d7f9275522@100.96.6.4:26656
E[2019-10-15|00:53:31.048] dialing failed (attempts: 11): dial tcp 100.96.4.3:26656: i/o timeout module=pex addr=69dd13ec7692e862ab57e685c49966ed7990b72d@100.96.4.3:26656
E[2019-10-15|00:53:31.048] dialing failed (attempts: 3): dial tcp 100.96.38.66:26656: i/o timeout module=pex addr=d49662f936495f63dbd7fb01af57a7975a45629d@100.96.38.66:26656
E[2019-10-15|00:54:00.048] dialing failed (attempts: 10): dial tcp [2a05:d014:c32:e842:89a7:f680:480c:9536]:26656: connect: network is unreachable module=pex addr=11cf0c6ac0f7ee5f26886c536f07cc69bd5781fa@[2a05:d014:c32:e842:89a7:f680:480c:9536]:26656
E[2019-10-15|00:54:01.049] dialing failed (attempts: 4): dial tcp 207.180.204.112:26656: i/o timeout module=pex addr=055a315b20c847813535d7c2b4cedba5756e3d79@207.180.204.112:26656
E[2019-10-15|00:55:01.048] dialing failed (attempts: 6): dial tcp 18.221.82.191:26656: i/o timeout module=pex addr=5c092770dd6a509aa9fb80229891f26c5d5a820d@18.221.82.191:26656
E[2019-10-15|00:55:31.048] dialing failed (attempts: 8): dial tcp 18.220.88.236:26656: i/o timeout module=pex addr=0b14fd448b1c041903d16578bd4ca2d576423e51@18.220.88.236:26656
E[2019-10-15|00:55:31.048] dialing failed (attempts: 7): dial tcp 18.218.78.71:26656: i/o timeout module=pex addr=d1e2009fca5cce6878b7c01b07ffebd57d3c76f3@18.218.78.71:26656
E[2019-10-15|00:56:00.048] dialing failed (attempts: 13): dial tcp [2a05:d014:c32:e842:d337:50fa:7c4a:b27b]:26656: connect: network is unreachable module=pex addr=827e0cc1c63afc622519d8050bbf02446169afd2@[2a05:d014:c32:e842:d337:50fa:7c4a:b27b]:26656
E[2019-10-15|00:56:01.048] dialing failed (attempts: 3): dial tcp 34.210.245.242:26656: i/o timeout module=pex addr=6165404a4b45ab0c2469deda809db89dac5cec01@34.210.245.242:26656
E[2019-10-15|00:56:31.048] dialing failed (attempts: 4): dial tcp 100.96.28.8:26656: i/o timeout module=pex addr=08bcddbdc3726e3a1231daa8e7f037ac1ada8b57@100.96.28.8:26656
E[2019-10-15|00:56:31.048] dialing failed (attempts: 3): dial tcp 34.243.172.22:26656: i/o timeout module=pex addr=965d35b07d21d8249d2e8e84e63d1841719b6792@34.243.172.22:26656
E[2019-10-15|00:57:00.048] dialing failed (attempts: 10): dial tcp [2a05:d014:c32:e843:4012:6dc:35be:d93]:26656: connect: network is unreachable module=pex addr=e2969f4700ab685f7e9007f1b398818f111e9c56@[2a05:d014:c32:e843:4012:6dc:35be:d93]:26656
E[2019-10-15|00:57:01.048] dialing failed (attempts: 9): dial tcp 3.15.199.167:26656: i/o timeout module=pex addr=23e5890ca522aa0b3a9028d5edc7f00e64d979ce@3.15.199.167:26656
E[2019-10-15|00:57:30.048] dialing failed (attempts: 6): dial tcp [2a05:d014:c32:e844:a53:6003:2376:7fd4]:26656: connect: network is unreachable module=pex addr=e0049dc9a70e9c3b4df277d246ee98051691db3f@[2a05:d014:c32:e844:a53:6003:2376:7fd4]:26656
E[2019-10-15|00:57:31.049] dialing failed (attempts: 11): dial tcp 3.14.253.59:26656: i/o timeout module=pex addr=5f86a79901774e0f183472a4204775cdf3767e09@3.14.253.59:26656
E[2019-10-15|00:58:00.336] dialing failed (attempts: 4): dial tcp 91.205.173.168:26656: connect: connection refused module=pex addr=3028c6ee9be21f0d34be3e97a59b093e15ec0658@91.205.173.168:26656
E[2019-10-15|00:58:31.048] dialing failed (attempts: 8): dial tcp 100.96.53.21:26656: i/o timeout module=pex addr=db4422064a846faa26a9b14c26a55649fbf5a18d@100.96.53.21:26656
E[2019-10-15|00:59:01.048] dialing failed (attempts: 4): dial tcp 13.250.239.168:26656: i/o timeout module=pex addr=a73ed88a6c436d9a1172271918c72e4630a5a5ee@13.250.239.168:26656
E[2019-10-15|00:59:01.048] dialing failed (attempts: 7): dial tcp 18.221.82.191:26656: i/o timeout module=pex addr=5c092770dd6a509aa9fb80229891f26c5d5a820d@18.221.82.191:26656
E[2019-10-15|00:59:31.048] dialing failed (attempts: 6): dial tcp 100.96.53.133:26656: i/o timeout module=pex addr=f888e001f4dcf6bc14c4febed9791b6993b2fc8d@100.96.53.133:26656
E[2019-10-15|00:59:31.049] dialing failed (attempts: 3): dial tcp 34.255.123.33:26656: i/o timeout module=pex addr=245eb3c574ba503cf02cec094636d74874466060@34.255.123.33:26656
E[2019-10-15|01:00:00.594] Stopping peer for error                      module=p2p peer="Peer{MConn{18.144.14.31:26656} 8fab07282308590a134a6a8a45c52fc03e621e97 out}" err=EOF
E[2019-10-15|01:00:01.049] dialing failed (attempts: 6): dial tcp 18.219.150.39:26656: i/o timeout module=pex addr=b5f662929b1b8a91bf0960a081cb8ec376423119@18.219.150.39:26656
E[2019-10-15|01:00:30.563] dialing failed (attempts: 3): auth failure: conn.ID (3d354e7383afa29b5bf9741fa4b9831403e880c5) dialed ID (efd72642f5991607b12a79a15defe9187476320f) mismatch module=pex addr=efd72642f5991607b12a79a15defe9187476320f@51.15.127.68:26656
E[2019-10-15|01:00:31.048] dialing failed (attempts: 6): dial tcp 100.96.33.23:26656: i/o timeout module=pex addr=45d98817644aca7b244849a7136384e9e4049041@100.96.33.23:26656
E[2019-10-15|01:01:00.048] dialing failed (attempts: 5): dial tcp [2a05:d014:c32:e844:6483:4667:287:3b71]:26656: connect: network is unreachable module=pex addr=b9958dd58066e1dadb96376619fafc6fe316daf2@[2a05:d014:c32:e844:6483:4667:287:3b71]:26656
E[2019-10-15|01:01:01.048] dialing failed (attempts: 4): dial tcp 100.96.4.190:26656: i/o timeout module=pex addr=b225f029057dcd514d8db061ea636dffe567e694@100.96.4.190:26656
E[2019-10-15|01:01:30.152] dialing failed (attempts: 3): auth failure: secret conn failed: read tcp 172.19.79.3:56498->211.192.161.41:36656: read: connection reset by peer module=pex addr=65d4fba1f075414fdca387682c5168c4b7763f11@211.192.161.41:36656
E[2019-10-15|01:02:31.048] dialing failed (attempts: 11): dial tcp 3.17.160.173:26656: i/o timeout module=pex addr=32c1254dce473a153d2dc2953e059593c63b524f@3.17.160.173:26656
E[2019-10-15|01:03:01.048] dialing failed (attempts: 5): dial tcp 100.96.28.8:26656: i/o timeout module=pex addr=08bcddbdc3726e3a1231daa8e7f037ac1ada8b57@100.96.28.8:26656
E[2019-10-15|01:05:01.048] dialing failed (attempts: 4): dial tcp 100.96.20.86:26656: i/o timeout module=pex addr=f39bfbabf0171b9bb6b2d3b331aa00c321ec44d4@100.96.20.86:26656
E[2019-10-15|01:05:31.048] dialing failed (attempts: 7): dial tcp 18.219.150.39:26656: i/o timeout module=pex addr=b5f662929b1b8a91bf0960a081cb8ec376423119@18.219.150.39:26656
E[2019-10-15|01:06:01.048] dialing failed (attempts: 5): dial tcp 100.96.20.86:26656: i/o timeout module=pex addr=f39bfbabf0171b9bb6b2d3b331aa00c321ec44d4@100.96.20.86:26656
E[2019-10-15|01:06:31.048] dialing failed (attempts: 10): dial tcp 100.96.22.2:26656: i/o timeout module=pex addr=b84169e98673e7e9251fa1217836d93678f133bb@100.96.22.2:26656
E[2019-10-15|01:07:30.785] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=5977d063efa60574f995b68014969ff4c7a844a7@159.89.125.186:26656
E[2019-10-15|01:08:31.048] dialing failed (attempts: 9): dial tcp 100.96.30.2:26656: i/o timeout module=pex addr=07e08d157262834537de97bc16bc2f407b505c9f@100.96.30.2:26656
E[2019-10-15|01:09:31.048] dialing failed (attempts: 4): dial tcp 34.255.123.33:26656: i/o timeout module=pex addr=245eb3c574ba503cf02cec094636d74874466060@34.255.123.33:26656
E[2019-10-15|01:10:31.048] dialing failed (attempts: 11): dial tcp 18.223.99.160:26656: i/o timeout module=pex addr=feaac4fb4bc3bc6227b07739906149ec281724a9@18.223.99.160:26656
E[2019-10-15|01:12:00.935] dialing failed (attempts: 6): incompatible: Peer is on a different network. Got cosmoshub-2, expected cosmoshub-3-testnet module=pex addr=ba3bacc714817218562f743178228f23678b2873@5.83.160.108:26656
E[2019-10-15|01:12:31.048] dialing failed (attempts: 7): dial tcp 52.34.145.12:26656: i/o timeout module=pex addr=bb9b5b58e3648b4e00707c2ba824440c4685ae21@52.34.145.12:26656
E[2019-10-15|01:13:02.019] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=055a315b20c847813535d7c2b4cedba5756e3d79@207.180.204.112:26656
E[2019-10-15|01:15:01.048] dialing failed (attempts: 4): dial tcp 34.243.172.22:26656: i/o timeout module=pex addr=f62dfb8b844fc1bedf9701faf19ceac57be97940@34.243.172.22:26656
E[2019-10-15|01:16:01.048] dialing failed (attempts: 4): dial tcp 54.199.201.115:26656: i/o timeout module=pex addr=633191b5c00780c81e83926b6bfabaf792b7910f@54.199.201.115:26656
E[2019-10-15|01:16:31.048] dialing failed (attempts: 9): dial tcp 100.96.53.21:26656: i/o timeout module=pex addr=258e116291637a11a2910f4273d325d1eb4c3073@100.96.53.21:26656
E[2019-10-15|01:17:01.048] dialing failed (attempts: 4): dial tcp 100.96.53.8:26656: i/o timeout module=pex addr=601e4044bbbc98d2e604e782373b387b0eaf3d3f@100.96.53.8:26656
E[2019-10-15|01:17:31.048] dialing failed (attempts: 6): dial tcp 13.115.133.34:26656: i/o timeout module=pex addr=506724583f4630678da50246b8145127ce778106@13.115.133.34:26656
E[2019-10-15|01:18:01.048] dialing failed (attempts: 6): dial tcp 220.118.142.110:35656: i/o timeout module=pex addr=d919e261dd720f553924bb8ecfd8e0fe0de034ab@220.118.142.110:35656
E[2019-10-15|01:19:01.048] dialing failed (attempts: 11): dial tcp 35.201.178.152:26656: i/o timeout module=pex addr=bd9d1ad3afc0d516c1d2221b2a4627ac2b421483@35.201.178.152:26656
E[2019-10-15|01:19:31.048] dialing failed (attempts: 2): dial tcp 95.217.33.101:36601: i/o timeout module=pex addr=1c5a7352cc30c76b44c1fb5ea482d15377bd8f8e@95.217.33.101:36601
E[2019-10-15|01:20:01.048] dialing failed (attempts: 5): dial tcp 18.219.106.252:26656: i/o timeout module=pex addr=47f01b4f8f25c74d536f44369509ff6411aa1abd@18.219.106.252:26656
E[2019-10-15|01:20:31.048] dialing failed (attempts: 7): dial tcp 100.96.54.207:26656: i/o timeout module=pex addr=40d336c15900bb1ba0d437d02a65a29a999f6aea@100.96.54.207:26656
E[2019-10-15|01:21:31.232] dialing failed (attempts: 5): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=95952a84f9342264744d5e3c5bdeafc51de80b53@149.202.43.78:26656
E[2019-10-15|01:22:00.048] dialing failed (attempts: 3): dial tcp [2a05:d014:c32:e843:c5c6:dd4:7257:f71e]:26656: connect: network is unreachable module=pex addr=1cb12afd68934d23e8edf56fa68c225df164e63d@[2a05:d014:c32:e843:c5c6:dd4:7257:f71e]:26656
E[2019-10-15|01:22:31.048] dialing failed (attempts: 4): dial tcp 100.96.32.4:26656: i/o timeout module=pex addr=4bb4bb1b85f1f1da8ba2a3df9232e47af33ac959@100.96.32.4:26656
E[2019-10-15|01:23:00.555] dialing failed (attempts: 4): incompatible: Peer is on a different network. Got cosmoshub-2, expected cosmoshub-3-testnet module=pex addr=4f139c95fc2414508d2d02a93ae7869b424f9c7b@157.230.165.216:26656
E[2019-10-15|01:23:31.048] dialing failed (attempts: 9): dial tcp 63.35.190.137:26656: i/o timeout module=pex addr=e8f51a8c5c032ee39bfe9b6ed5e1668821833f06@63.35.190.137:26656
E[2019-10-15|01:25:00.101] dialing failed (attempts: 9): dial tcp 221.165.237.202:26656: connect: connection refused module=pex addr=5a1b9b12d180cfcd3e69de0ee4128c545121a70e@221.165.237.202:26656
E[2019-10-15|01:25:31.048] dialing failed (attempts: 12): dial tcp 34.245.213.251:26656: i/o timeout module=pex addr=21af4f26c619289a6dc6064422b2d35fae79cd34@34.245.213.251:26656
E[2019-10-15|01:26:00.777] dialing failed (attempts: 7): incompatible: Peer is on a different network. Got gaia-13006, expected cosmoshub-3-testnet module=pex addr=c0dcf3e5da1e9f5a696a7ff7c2594263190f97cf@54.80.187.25:26656
E[2019-10-15|01:27:00.980] dialing failed (attempts: 3): incompatible: Peer is on a different network. Got cosmoshub-2, expected cosmoshub-3-testnet module=pex addr=89e4b72625c0a13d6f62e3cd9d40bfc444cbfa77@34.65.6.52:26656
E[2019-10-15|01:27:31.048] dialing failed (attempts: 7): dial tcp 13.115.133.34:26656: i/o timeout module=pex addr=506724583f4630678da50246b8145127ce778106@13.115.133.34:26656
E[2019-10-15|01:28:01.048] dialing failed (attempts: 5): dial tcp 34.243.172.22:26656: i/o timeout module=pex addr=965d35b07d21d8249d2e8e84e63d1841719b6792@34.243.172.22:26656
E[2019-10-15|01:29:00.287] dialing failed (attempts: 5): dial tcp 51.15.121.63:26656: connect: connection refused module=pex addr=dcbe32e354dd53ec9f0c47e6bb5acf03f70a920c@51.15.121.63:26656
E[2019-10-15|01:29:31.048] dialing failed (attempts: 12): dial tcp 13.113.22.115:26656: i/o timeout module=pex addr=a355551064462738d64678cc7c32d7580c16ed39@13.113.22.115:26656
E[2019-10-15|01:30:00.048] dialing failed (attempts: 11): dial tcp [2a05:d014:c32:e843:4012:6dc:35be:d93]:26656: connect: network is unreachable module=pex addr=e2969f4700ab685f7e9007f1b398818f111e9c56@[2a05:d014:c32:e843:4012:6dc:35be:d93]:26656
E[2019-10-15|01:30:31.048] dialing failed (attempts: 5): dial tcp 54.199.201.115:26656: i/o timeout module=pex addr=633191b5c00780c81e83926b6bfabaf792b7910f@54.199.201.115:26656
E[2019-10-15|01:31:01.048] dialing failed (attempts: 5): dial tcp 23.90.70.36:46656: i/o timeout module=pex addr=9ccbb9d790f7ccb571fcd4cb8fa996a21c23a9eb@23.90.70.36:46656
E[2019-10-15|01:31:31.048] dialing failed (attempts: 10): dial tcp 100.96.11.5:26656: i/o timeout module=pex addr=521455c4f55f55b56e5c50803e712c696a6086d4@100.96.11.5:26656
E[2019-10-15|01:32:31.048] dialing failed (attempts: 5): dial tcp 100.96.16.4:26656: i/o timeout module=pex addr=3720dad28c052d0c52fc486ca1c2c05a95eb9346@100.96.16.4:26656
E[2019-10-15|01:33:01.048] dialing failed (attempts: 11): dial tcp 52.15.152.8:26656: i/o timeout module=pex addr=e5ed092bcb222546412644f94b822631ff50e2cd@52.15.152.8:26656
E[2019-10-15|01:33:31.048] dialing failed (attempts: 6): dial tcp 54.171.196.213:26656: i/o timeout module=pex addr=425aa8bba9d07b744733707a2e217fb4f12c2d1d@54.171.196.213:26656
E[2019-10-15|01:34:01.048] dialing failed (attempts: 7): dial tcp 100.96.6.4:26656: i/o timeout module=pex addr=65c31e4a70a537e7ea5898838f6579d7f9275522@100.96.6.4:26656
E[2019-10-15|01:34:31.048] dialing failed (attempts: 9): dial tcp 100.96.4.4:26656: i/o timeout module=pex addr=ccd572d3c1daad96b5d91f7623db09868548a564@100.96.4.4:26656
E[2019-10-15|01:35:01.048] dialing failed (attempts: 11): dial tcp 100.96.13.21:26656: i/o timeout module=pex addr=52b9be1d050c48434fba0373262ae7b30e6c0d11@100.96.13.21:26656
E[2019-10-15|01:36:01.048] dialing failed (attempts: 10): dial tcp 104.197.51.143:26656: i/o timeout module=pex addr=6be0856f6365559fdc2e9e97a07d609f754632b0@104.197.51.143:26656
E[2019-10-15|01:36:31.048] dialing failed (attempts: 7): dial tcp 100.96.33.27:26656: i/o timeout module=pex addr=8a867b55c6db6d27620f20362ad780319f60e433@100.96.33.27:26656
